Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,B365H,B365D,B365A
BRA,23/06/2023,01:30,Bragantino,Flamengo RJ,4,0,H,,,,,,
BRA,24/06/2023,20:00,Athletico-PR,Corinthians,1,0,H,,,,,,
BRA,24/06/2023,22:30,Fluminense,Bahia,2,1,H,,,,,,
BRA,24/06/2023,22:30,Fortaleza,Atletico-MG,2,1,H,,,,,,
BRA,25/06/2023,01:00,Cruzeiro,Sao Paulo,1,0,H,,,,,,
BRA,25/06/2023,20:00,Gremio,Coritiba,5,1,H,,,,,,
BRA,25/06/2023,20:00,Palmeiras,Botafogo RJ,0,1,A,,,,,,
BRA,25/06/2023,22:30,America MG,Internacional,1,2,A,,,,,,
BRA,25/06/2023,22:30,Bragantino,Goias,2,0,H,,,,,,
BRA,25/06/2023,22:30,Santos,Flamengo RJ,2,3,A,,,,,,
BRA,27/06/2023,01:00,Vasco,Cuiaba,1,0,H,,,,,,
BRA,01/07/2023,20:00,Sao Paulo,Fluminense,1,0,H,,,,,,
BRA,01/07/2023,22:30,Bahia,Gremio,1,2,A,,,,,,
BRA,01/07/2023,22:30,Flamengo RJ,Fortaleza,2,0,H,,,,,,
BRA,02/07/2023,01:00,Internacional,Cruzeiro,0,0,D,,,,,,
BRA,02/07/2023,15:00,Corinthians,Bragantino,0,1,A,,,,,,
BRA,02/07/2023,20:00,Athletico-PR,Palmeiras,2,2,D,,,,,,
BRA,02/07/2023,20:00,Atletico-MG,America MG,2,2,D,,,,,,
BRA,02/07/2023,20:00,Botafogo RJ,Vasco,2,0,H,,,,,,
BRA,02/07/2023,22:30,Cuiaba,Santos,3,0,H,,,,,,
BRA,04/07/2023,00:00,Goias,Coritiba,1,2,A,,,,,,
BRA,08/07/2023,20:00,Cuiaba,Bahia,1,1,D,,,,,,
BRA,08/07/2023,20:00,Vasco,Cruzeiro,0,1,A,,,,,,
BRA,08/07/2023,22:30,Atletico-MG,Corinthians,0,1,A,,,,,,
BRA,08/07/2023,22:30,Coritiba,America MG,3,1,H,,,,,,
BRA,09/07/2023,01:00,Palmeiras,Flamengo RJ,1,1,D,,,,,,
BRA,09/07/2023,15:00,Santos,Goias,4,3,H,,,,,,
BRA,09/07/2023,20:00,Bragantino,Sao Paulo,0,0,D,,,,,,
BRA,09/07/2023,20:00,Fluminense,Internacional,2,0,H,,,,,,
BRA,09/07/2023,22:30,Fortaleza,Athletico-PR,1,0,H,,,,,,
BRA,09/07/2023,22:30,Gremio,Botafogo RJ,0,2,A,,,,,,
BRA,16/07/2023,01:00,Botafogo RJ,Bragantino,2,0,H,,,,,,
BRA,16/07/2023,15:00,Cruzeiro,Coritiba,0,0,D,,,,,,
BRA,16/07/2023,20:00,Fluminense,Flamengo RJ,0,0,D,,,,,,
BRA,16/07/2023,20:00,Fortaleza,Cuiaba,0,1,A,,,,,,
BRA,16/07/2023,20:00,Sao Paulo,Santos,4,1,H,,,,,,
BRA,16/07/2023,22:30,Athletico-PR,Bahia,2,0,H,,,,,,
BRA,16/07/2023,22:30,Internacional,Palmeiras,0,0,D,,,,,,
BRA,18/07/2023,00:00,Goias,Atletico-MG,0,0,D,,,,,,
BRA,22/07/2023,20:00,Flamengo RJ,America MG,1,1,D,,,,,,
BRA,22/07/2023,20:00,Palmeiras,Fortaleza,3,1,H,,,,,,
BRA,22/07/2023,22:30,Bahia,Corinthians,0,0,D,,,,,,
BRA,22/07/2023,22:30,Cuiaba,Sao Paulo,2,1,H,,,,,,
BRA,23/07/2023,01:00,Gremio,Atletico-MG,1,0,H,,,,,,
BRA,23/07/2023,20:00,Bragantino,Internacional,0,0,D,,,,,,
BRA,23/07/2023,20:00,Cruzeiro,Goias,0,1,A,,,,,,
BRA,23/07/2023,20:00,Santos,Botafogo RJ,2,2,D,,,,,,
BRA,23/07/2023,22:30,Vasco,Athletico-PR,0,2,A,,,,,,
BRA,24/07/2023,23:00,Coritiba,Fluminense,2,0,H,,,,,,
BRA,29/07/2023,20:00,Athletico-PR,Cruzeiro,3,3,D,,,,,,
BRA,29/07/2023,20:00,Fluminense,Santos,1,0,H,,,,,,
BRA,29/07/2023,20:00,Internacional,Cuiaba,1,2,A,,,,,,
BRA,29/07/2023,22:30,Corinthians,Vasco,3,1,H,,,,,,
BRA,29/07/2023,22:30,Fortaleza,Bragantino,0,3,A,,,,,,
BRA,30/07/2023,01:00,Atletico-MG,Flamengo RJ,1,2,A,,,,,,
BRA,30/07/2023,15:00,Sao Paulo,Bahia,0,0,D,,,,,,
BRA,30/07/2023,20:00,America MG,Palmeiras,1,4,A,,,,,,
BRA,30/07/2023,20:00,Botafogo RJ,Coritiba,4,1,H,,,,,,
BRA,30/07/2023,22:30,Goias,Gremio,1,1,D,,,,,,
BRA,05/08/2023,20:00,Santos,Athletico-PR,1,1,D,,,,,,
BRA,05/08/2023,22:30,Goias,Fortaleza,1,0,H,,,,,,
BRA,05/08/2023,22:30,Internacional,Corinthians,2,2,D,,,,,,
BRA,06/08/2023,01:00,Fluminense,Palmeiras,2,1,H,,,,,,
BRA,06/08/2023,20:00,Sao Paulo,Atletico-MG,0,2,A,,,,,,
BRA,06/08/2023,20:00,Vasco,Gremio,1,0,H,,,,,,
BRA,06/08/2023,22:30,Bahia,America MG,3,1,H,,,,,,
BRA,06/08/2023,22:30,Coritiba,Bragantino,0,1,A,,,,,,
BRA,06/08/2023,22:30,Cruzeiro,Botafogo RJ,0,0,D,,,,,,
BRA,07/08/2023,00:00,Cuiaba,Flamengo RJ,3,0,H,,,,,,
BRA,13/08/2023,01:00,Botafogo RJ,Internacional,3,1,H,,,,,,
BRA,13/08/2023,15:00,Atletico-MG,Bahia,1,0,H,,,,,,
BRA,13/08/2023,20:00,America MG,Goias,0,1,A,,,,,,
BRA,13/08/2023,20:00,Corinthians,Coritiba,3,1,H,,,,,,
BRA,13/08/2023,20:00,Gremio,Fluminense,2,1,H,,,,,,
BRA,13/08/2023,22:30,Flamengo RJ,Sao Paulo,1,1,D,,,,,,
BRA,13/08/2023,22:30,Fortaleza,Santos,4,0,H,,,,,,
BRA,14/08/2023,23:00,Palmeiras,Cruzeiro,1,0,H,,,,,,
BRA,15/08/2023,01:00,Bragantino,Vasco,1,1,D,,,,,,
BRA,16/08/2023,00:00,Athletico-PR,Cuiaba,2,0,H,,,,,,
BRA,19/08/2023,20:00,Internacional,Fortaleza,0,1,A,,,,,,
BRA,19/08/2023,20:00,Sao Paulo,Botafogo RJ,0,0,D,,,,,,
BRA,19/08/2023,22:30,Cuiaba,Palmeiras,0,2,A,,,,,,
BRA,19/08/2023,22:30,Fluminense,America MG,3,1,H,,,,,,
BRA,20/08/2023,01:00,Cruzeiro,Corinthians,1,1,D,,,,,,
BRA,20/08/2023,15:00,Vasco,Atletico-MG,1,0,H,,,,,,
BRA,20/08/2023,20:00,Bahia,Bragantino,4,0,H,,,,,,
BRA,20/08/2023,20:00,Coritiba,Flamengo RJ,2,3,A,,,,,,
BRA,20/08/2023,20:00,Santos,Gremio,2,1,H,,,,,,
BRA,22/08/2023,00:00,Goias,Athletico-PR,1,1,D,,,,,,
BRA,26/08/2023,22:30,Flamengo RJ,Internacional,0,0,D,,,,,,
BRA,27/08/2023,01:00,Corinthians,Goias,1,1,D,,,,,,
BRA,27/08/2023,15:00,Bragantino,Cuiaba,2,0,H,,,,,,
BRA,27/08/2023,20:00,America MG,Sao Paulo,2,1,H,,,,,,
BRA,27/08/2023,20:00,Atletico-MG,Santos,2,0,H,,,,,,
BRA,27/08/2023,20:00,Botafogo RJ,Bahia,3,0,H,,,,,,
BRA,27/08/2023,22:30,Athletico-PR,Fluminense,2,2,D,,,,,,
BRA,27/08/2023,22:30,Fortaleza,Coritiba,3,1,H,,,,,,
BRA,27/08/2023,22:30,Palmeiras,Vasco,1,0,H,,,,,,
BRA,27/08/2023,23:00,Gremio,Cruzeiro,3,0,H,,,,,,
BRA,02/09/2023,20:00,Athletico-PR,Atletico-MG,1,1,D,,,,,,
BRA,02/09/2023,20:00,Goias,Internacional,0,0,D,,,,,,
BRA,03/09/2023,01:00,Botafogo RJ,Flamengo RJ,1,2,A,,,,,,
BRA,03/09/2023,15:00,Gremio,Cuiaba,2,0,H,,,,,,
BRA,03/09/2023,20:00,Corinthians,Palmeiras,0,0,D,,,,,,
BRA,03/09/2023,20:00,Fluminense,Fortaleza,1,0,H,,,,,,
BRA,03/09/2023,22:30,America MG,Santos,2,0,H,,,,,,
BRA,03/09/2023,22:30,Bahia,Vasco,1,1,D,,,,,,
BRA,03/09/2023,22:30,Cruzeiro,Bragantino,0,0,D,,,,,,
BRA,14/09/2023,01:30,Flamengo RJ,Athletico-PR,0,3,A,,,,,,
BRA,14/09/2023,01:30,Internacional,Sao Paulo,2,1,H,,,,,,
BRA,14/09/2023,23:00,Fortaleza,Corinthians,2,1,H,,,,,,
BRA,14/09/2023,23:00,Santos,Cruzeiro,0,3,A,,,,,,
BRA,15/09/2023,00:00,Coritiba,Bahia,2,4,A,,,,,,
BRA,15/09/2023,01:30,Bragantino,Gremio,2,0,H,,,,,,
BRA,16/09/2023,00:00,Cuiaba,America MG,2,2,D,,,,,,
BRA,16/09/2023,01:30,Palmeiras,Goias,1,0,H,,,,,,
BRA,16/09/2023,20:00,Vasco,Fluminense,4,2,H,,,,,,
BRA,17/09/2023,01:00,Atletico-MG,Botafogo RJ,1,0,H,,,,,,
BRA,19/09/2023,00:00,Bahia,Santos,1,2,A,,,,,,
BRA,19/09/2023,01:00,Corinthians,Gremio,4,4,D,,,,,,
BRA,20/09/2023,01:30,America MG,Bragantino,0,2,A,,,,,,
BRA,20/09/2023,23:00,Goias,Flamengo RJ,0,0,D,,,,,,
BRA,21/09/2023,01:30,Fluminense,Cruzeiro,1,0,H,,,,,,
BRA,21/09/2023,01:30,Sao Paulo,Fortaleza,1,2,A,,,,,,
BRA,21/09/2023,23:00,Vasco,Coritiba,5,1,H,,,,,,
BRA,21/09/2023,23:30,Athletico-PR,Internacional,2,1,H,,,,,,
BRA,22/09/2023,01:30,Gremio,Palmeiras,1,0,H,,,,,,
BRA,23/09/2023,00:00,Corinthians,Botafogo RJ,1,0,H,,,,,,
BRA,24/09/2023,01:00,Atletico-MG,Cuiaba,1,0,H,,,,,,
BRA,26/09/2023,00:00,America MG,Vasco,0,1,A,,,,,,
BRA,27/09/2023,23:00,Sao Paulo,Coritiba,2,1,H,,,,,,
BRA,30/09/2023,20:00,Flamengo RJ,Bahia,1,0,H,,,,,,
BRA,30/09/2023,20:00,Fortaleza,Gremio,1,1,D,,,,,,
BRA,30/09/2023,22:30,Cuiaba,Fluminense,3,0,H,,,,,,
BRA,30/09/2023,22:30,Sao Paulo,Corinthians,2,1,H,,,,,,
BRA,01/10/2023,01:00,Internacional,Atletico-MG,0,2,A,,,,,,
BRA,01/10/2023,20:00,Coritiba,Athletico-PR,2,0,H,,,,,,
BRA,01/10/2023,20:00,Cruzeiro,America MG,1,1,D,,,,,,
BRA,01/10/2023,20:00,Santos,Vasco,4,1,H,,,,,,
BRA,01/10/2023,22:30,Bragantino,Palmeiras,2,1,H,,,,,,
BRA,03/10/2023,00:00,Botafogo RJ,Goias,1,1,D,,,,,,
BRA,07/10/2023,20:00,Goias,Bahia,4,6,A,,,,,,
BRA,07/10/2023,22:30,Vasco,Sao Paulo,0,0,D,,,,,,
BRA,08/10/2023,01:00,Corinthians,Flamengo RJ,1,1,D,,,,,,
BRA,08/10/2023,20:00,Fluminense,Botafogo RJ,0,2,A,,,,,,
BRA,08/10/2023,20:00,Internacional,Gremio,3,2,H,,,,,,
BRA,08/10/2023,20:00,Palmeiras,Santos,1,2,A,,,,,,
BRA,08/10/2023,22:30,Athletico-PR,Bragantino,1,1,D,,,,,,
BRA,08/10/2023,22:30,Atletico-MG,Coritiba,1,2,A,,,,,,
BRA,08/10/2023,22:30,Fortaleza,America MG,3,2,H,,,,,,
BRA,15/10/2023,01:00,Cuiaba,Cruzeiro,0,0,D,,,,,,
BRA,18/10/2023,23:00,Gremio,Athletico-PR,1,2,A,,,,,,
BRA,19/10/2023,00:00,America MG,Botafogo RJ,1,2,A,,,,,,
BRA,19/10/2023,00:00,Coritiba,Cuiaba,0,3,A,,,,,,
BRA,19/10/2023,01:30,Bahia,Internacional,1,0,H,,,,,,
BRA,19/10/2023,01:30,Goias,Sao Paulo,2,0,H,,,,,,
BRA,19/10/2023,01:30,Vasco,Fortaleza,1,0,H,,,,,,
BRA,19/10/2023,23:00,Cruzeiro,Flamengo RJ,0,2,A,,,,,,
BRA,19/10/2023,23:00,Palmeiras,Atletico-MG,0,2,A,,,,,,
BRA,20/10/2023,00:00,Santos,Bragantino,1,3,A,,,,,,
BRA,20/10/2023,01:30,Fluminense,Corinthians,3,3,D,,,,,,
BRA,21/10/2023,22:30,Bahia,Fortaleza,2,0,H,,,,,,
BRA,21/10/2023,22:30,Cuiaba,Goias,1,1,D,,,,,,
BRA,21/10/2023,22:30,Sao Paulo,Gremio,3,0,H,,,,,,
BRA,22/10/2023,19:00,Botafogo RJ,Athletico-PR,1,1,D,,,,,,
BRA,22/10/2023,20:00,Atletico-MG,Cruzeiro,0,1,A,,,,,,
BRA,22/10/2023,20:00,Flamengo RJ,Vasco,1,0,H,,,,,,
BRA,22/10/2023,20:00,Internacional,Santos,7,1,H,,,,,,
BRA,22/10/2023,22:30,Bragantino,Fluminense,1,0,H,,,,,,
BRA,22/10/2023,22:30,Corinthians,America MG,1,1,D,,,,,,
BRA,22/10/2023,22:30,Coritiba,Palmeiras,0,2,A,,,,,,
BRA,25/10/2023,23:00,Athletico-PR,America MG,3,2,H,,,,,,
BRA,25/10/2023,23:00,Bragantino,Atletico-MG,1,2,A,,,,,,
BRA,25/10/2023,23:00,Fluminense,Goias,5,3,H,,,,,,
BRA,26/10/2023,00:00,Cruzeiro,Bahia,3,0,H,,,,,,
BRA,26/10/2023,00:00,Palmeiras,Sao Paulo,5,0,H,,,,,,
BRA,26/10/2023,01:30,Cuiaba,Corinthians,0,1,A,,,,,,
BRA,26/10/2023,01:30,Gremio,Flamengo RJ,3,2,H,,,,,,
BRA,26/10/2023,23:00,Vasco,Internacional,1,2,A,,,,,,
BRA,27/10/2023,01:30,Santos,Coritiba,2,1,H,,,,,,
BRA,28/10/2023,23:00,America MG,Gremio,3,4,A,,,,,,
BRA,28/10/2023,23:00,Palmeiras,Bahia,1,0,H,,,,,,
BRA,29/10/2023,01:00,Atletico-MG,Fluminense,2,0,H,,,,,,
BRA,29/10/2023,19:00,Athletico-PR,Sao Paulo,1,1,D,,,,,,
BRA,29/10/2023,19:00,Goias,Vasco,1,1,D,,,,,,
BRA,29/10/2023,21:30,Corinthians,Santos,1,1,D,,,,,,
BRA,29/10/2023,21:30,Internacional,Coritiba,3,4,A,,,,,,
BRA,29/10/2023,23:00,Botafogo RJ,Cuiaba,0,1,A,,,,,,
BRA,31/10/2023,22:00,Bahia,Fluminense,1,0,H,,,,,,
BRA,01/11/2023,22:00,Corinthians,Athletico-PR,1,0,H,,,,,,
BRA,01/11/2023,22:00,Internacional,America MG,1,1,D,,,,,,
BRA,01/11/2023,23:00,Coritiba,Gremio,1,2,A,,,,,,
BRA,01/11/2023,23:00,Flamengo RJ,Santos,1,2,A,,,,,,
BRA,02/11/2023,00:30,Atletico-MG,Fortaleza,3,1,H,,,,,,
BRA,02/11/2023,00:30,Botafogo RJ,Palmeiras,3,4,A,,,,,,
BRA,02/11/2023,20:00,Cuiaba,Vasco,0,2,A,,,,,,
BRA,02/11/2023,21:00,Goias,Bragantino,0,2,A,,,,,,
BRA,02/11/2023,23:00,Sao Paulo,Cruzeiro,1,0,H,,,,,,
BRA,04/11/2023,22:30,America MG,Atletico-MG,1,1,D,,,,,,
BRA,04/11/2023,22:30,Gremio,Bahia,1,0,H,,,,,,
BRA,05/11/2023,00:30,Palmeiras,Athletico-PR,1,0,H,,,,,,
BRA,05/11/2023,19:00,Bragantino,Corinthians,1,0,H,,,,,,
BRA,05/11/2023,19:00,Cruzeiro,Internacional,1,2,A,,,,,,
BRA,05/11/2023,19:00,Fortaleza,Flamengo RJ,0,2,A,,,,,,
BRA,05/11/2023,21:30,Coritiba,Goias,0,1,A,,,,,,
BRA,06/11/2023,22:00,Vasco,Botafogo RJ,1,0,H,,,,,,
BRA,07/11/2023,00:00,Santos,Cuiaba,0,0,D,,,,,,
BRA,08/11/2023,22:00,America MG,Coritiba,0,3,A,,,,,,
BRA,08/11/2023,22:00,Internacional,Fluminense,0,0,D,,,,,,
BRA,08/11/2023,23:00,Athletico-PR,Fortaleza,1,1,D,,,,,,
BRA,08/11/2023,23:00,Sao Paulo,Bragantino,1,0,H,,,,,,
BRA,09/11/2023,00:30,Flamengo RJ,Palmeiras,3,0,H,,,,,,
BRA,09/11/2023,22:00,Corinthians,Atletico-MG,1,1,D,,,,,,
BRA,09/11/2023,22:00,Goias,Santos,0,1,A,,,,,,
BRA,09/11/2023,23:00,Bahia,Cuiaba,0,3,A,,,,,,
BRA,09/11/2023,23:00,Botafogo RJ,Gremio,3,4,A,,,,,,
BRA,11/11/2023,19:00,Coritiba,Cruzeiro,1,0,H,,,,,,
BRA,11/11/2023,21:30,Flamengo RJ,Fluminense,1,1,D,,,,,,
BRA,12/11/2023,00:00,Palmeiras,Internacional,3,0,H,,,,,,
BRA,12/11/2023,19:00,Bragantino,Botafogo RJ,2,2,D,,,,,,
BRA,12/11/2023,19:00,Gremio,Corinthians,0,1,A,,,,,,
BRA,12/11/2023,21:30,Atletico-MG,Goias,2,1,H,,,,,,
BRA,12/11/2023,21:30,Bahia,Athletico-PR,1,1,D,,,,,,
BRA,12/11/2023,21:30,Cuiaba,Fortaleza,2,1,H,,,,,,
BRA,12/11/2023,21:30,Santos,Sao Paulo,0,0,D,,,,,,
BRA,12/11/2023,21:30,Vasco,America MG,2,1,H,,,,,,
BRA,18/11/2023,21:30,Fortaleza,Cruzeiro,0,1,A,,,,,,
BRA,22/11/2023,22:00,Cruzeiro,Vasco,2,2,D,,,,,,
BRA,23/11/2023,00:30,Fluminense,Sao Paulo,1,0,H,,,,,,
BRA,23/11/2023,22:00,Fortaleza,Botafogo RJ,2,2,D,,,,,,
BRA,24/11/2023,00:30,Flamengo RJ,Bragantino,1,0,H,,,,,,
BRA,25/11/2023,00:00,Corinthians,Bahia,1,5,A,,,,,,
BRA,25/11/2023,22:30,Athletico-PR,Vasco,0,0,D,,,,,,
BRA,26/11/2023,00:00,Fluminense,Coritiba,2,1,H,,,,,,
BRA,26/11/2023,19:00,Atletico-MG,Gremio,3,0,H,,,,,,
BRA,26/11/2023,19:00,Botafogo RJ,Santos,1,1,D,,,,,,
BRA,26/11/2023,21:30,America MG,Flamengo RJ,0,3,A,,,,,,
BRA,26/11/2023,21:30,Fortaleza,Palmeiras,2,2,D,,,,,,
BRA,26/11/2023,21:30,Internacional,Bragantino,1,0,H,,,,,,
BRA,26/11/2023,21:30,Sao Paulo,Cuiaba,0,0,D,,,,,,
