Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,B365H,B365D,B365A
BRA,09/06/2012,22:30,Flamengo RJ,Coritiba,3,1,H,,,,,,
BRA,10/06/2012,01:00,Palmeiras,Atletico-MG,0,1,A,,,,,,
BRA,10/06/2012,20:00,Portuguesa,Atletico GO,2,0,H,,,,,,
BRA,10/06/2012,21:00,Bahia,Vasco,1,2,A,,,,,,
BRA,10/06/2012,21:00,Fluminense,Internacional,0,0,D,,,,,,
BRA,10/06/2012,21:00,Gremio,Corinthians,2,0,H,,,,,,
BRA,10/06/2012,22:30,Cruzeiro,Sport Recife,1,0,H,,,,,,
BRA,10/06/2012,22:30,Figueirense,Ponte Preta,0,0,D,,,,,,
BRA,10/06/2012,22:30,Nautico,Botafogo RJ,3,2,H,,,,,,
BRA,10/06/2012,22:30,Sao Paulo,Santos,1,0,H,,,,,,
BRA,16/06/2012,22:30,Cruzeiro,Figueirense,1,0,H,,,,,,
BRA,16/06/2012,22:30,Internacional,Botafogo RJ,1,2,A,,,,,,
BRA,17/06/2012,01:00,Fluminense,Portuguesa,4,1,H,,,,,,
BRA,17/06/2012,20:00,Bahia,Sport Recife,2,1,H,,,,,,
BRA,17/06/2012,20:00,Flamengo RJ,Santos,1,0,H,,,,,,
BRA,17/06/2012,20:00,Palmeiras,Vasco,1,1,D,,,,,,
BRA,17/06/2012,20:00,Sao Paulo,Atletico-MG,1,0,H,,,,,,
BRA,17/06/2012,22:30,Coritiba,Atletico GO,3,0,H,,,,,,
BRA,17/06/2012,22:30,Nautico,Gremio,1,0,H,,,,,,
BRA,17/06/2012,22:30,Ponte Preta,Corinthians,1,0,H,,,,,,
BRA,23/06/2012,22:30,Portuguesa,Sao Paulo,1,0,H,,,,,,
BRA,23/06/2012,22:30,Vasco,Cruzeiro,1,3,A,,,,,,
BRA,24/06/2012,01:00,Atletico-MG,Nautico,5,1,H,,,,,,
BRA,24/06/2012,20:00,Corinthians,Palmeiras,2,1,H,,,,,,
BRA,24/06/2012,20:00,Figueirense,Bahia,1,1,D,,,,,,
BRA,24/06/2012,20:00,Gremio,Flamengo RJ,2,0,H,,,,,,
BRA,24/06/2012,22:30,Atletico GO,Fluminense,1,4,A,,,,,,
BRA,24/06/2012,22:30,Botafogo RJ,Ponte Preta,1,2,A,,,,,,
BRA,24/06/2012,22:30,Santos,Coritiba,2,2,D,,,,,,
BRA,24/06/2012,22:30,Sport Recife,Internacional,0,2,A,,,,,,
BRA,30/06/2012,20:20,Cruzeiro,Sao Paulo,2,3,A,,,,,,
BRA,30/06/2012,20:20,Nautico,Fluminense,0,2,A,,,,,,
BRA,30/06/2012,22:30,Vasco,Ponte Preta,3,2,H,,,,,,
BRA,01/07/2012,20:00,Bahia,Internacional,1,1,D,,,,,,
BRA,01/07/2012,20:00,Coritiba,Sport Recife,2,3,A,,,,,,
BRA,01/07/2012,20:00,Portuguesa,Santos,0,0,D,,,,,,
BRA,01/07/2012,22:30,Flamengo RJ,Atletico GO,3,2,H,,,,,,
BRA,01/07/2012,22:30,Gremio,Atletico-MG,0,1,A,,,,,,
BRA,01/07/2012,22:30,Palmeiras,Figueirense,3,1,H,,,,,,
BRA,07/07/2012,22:30,Botafogo RJ,Bahia,3,0,H,,,,,,
BRA,07/07/2012,22:30,Internacional,Cruzeiro,2,1,H,,,,,,
BRA,08/07/2012,01:00,Atletico GO,Nautico,0,1,A,,,,,,
BRA,08/07/2012,20:00,Figueirense,Vasco,1,1,D,,,,,,
BRA,08/07/2012,20:00,Fluminense,Flamengo RJ,1,0,H,,,,,,
BRA,08/07/2012,20:00,Santos,Gremio,4,2,H,,,,,,
BRA,08/07/2012,20:00,Sao Paulo,Coritiba,3,1,H,,,,,,
BRA,08/07/2012,22:30,Atletico-MG,Portuguesa,2,0,H,,,,,,
BRA,08/07/2012,22:30,Ponte Preta,Palmeiras,1,0,H,,,,,,
BRA,08/07/2012,22:30,Sport Recife,Corinthians,1,1,D,,,,,,
BRA,11/07/2012,23:30,Corinthians,Botafogo RJ,1,3,A,,,,,,
BRA,14/07/2012,22:30,Corinthians,Nautico,2,1,H,,,,,,
BRA,14/07/2012,22:30,Figueirense,Atletico-MG,3,4,A,,,,,,
BRA,15/07/2012,01:00,Ponte Preta,Coritiba,4,1,H,,,,,,
BRA,15/07/2012,20:00,Bahia,Flamengo RJ,1,2,A,,,,,,
BRA,15/07/2012,20:00,Botafogo RJ,Fluminense,1,1,D,,,,,,
BRA,15/07/2012,20:00,Cruzeiro,Gremio,1,3,A,,,,,,
BRA,15/07/2012,20:00,Internacional,Santos,0,0,D,,,,,,
BRA,15/07/2012,22:30,Palmeiras,Sao Paulo,1,1,D,,,,,,
BRA,15/07/2012,22:30,Sport Recife,Portuguesa,2,1,H,,,,,,
BRA,15/07/2012,22:30,Vasco,Atletico GO,1,0,H,,,,,,
BRA,18/07/2012,23:30,Gremio,Sport Recife,3,1,H,,,,,,
BRA,18/07/2012,23:30,Santos,Botafogo RJ,0,0,D,,,,,,
BRA,19/07/2012,00:30,Nautico,Ponte Preta,3,0,H,,,,,,
BRA,19/07/2012,00:30,Portuguesa,Cruzeiro,0,2,A,,,,,,
BRA,19/07/2012,01:50,Atletico-MG,Internacional,3,1,H,,,,,,
BRA,19/07/2012,01:50,Flamengo RJ,Corinthians,0,3,A,,,,,,
BRA,19/07/2012,01:50,Sao Paulo,Vasco,0,1,A,,,,,,
BRA,20/07/2012,01:00,Atletico GO,Figueirense,3,2,H,,,,,,
BRA,20/07/2012,01:00,Coritiba,Palmeiras,1,1,D,,,,,,
BRA,20/07/2012,01:00,Fluminense,Bahia,4,0,H,,,,,,
BRA,21/07/2012,22:30,Sport Recife,Atletico-MG,1,4,A,,,,,,
BRA,21/07/2012,22:30,Vasco,Santos,2,0,H,,,,,,
BRA,22/07/2012,01:00,Corinthians,Portuguesa,1,1,D,,,,,,
BRA,22/07/2012,20:00,Cruzeiro,Flamengo RJ,1,0,H,,,,,,
BRA,22/07/2012,20:00,Figueirense,Sao Paulo,0,2,A,,,,,,
BRA,22/07/2012,20:00,Internacional,Atletico GO,4,1,H,,,,,,
BRA,22/07/2012,20:00,Palmeiras,Nautico,3,0,H,,,,,,
BRA,22/07/2012,22:30,Bahia,Coritiba,2,2,D,,,,,,
BRA,22/07/2012,22:30,Botafogo RJ,Gremio,0,1,A,,,,,,
BRA,22/07/2012,22:30,Ponte Preta,Fluminense,1,2,A,,,,,,
BRA,25/07/2012,23:30,Figueirense,Internacional,0,1,A,,,,,,
BRA,25/07/2012,23:30,Ponte Preta,Sport Recife,1,1,D,,,,,,
BRA,26/07/2012,00:30,Nautico,Coritiba,3,4,A,,,,,,
BRA,26/07/2012,00:30,Vasco,Botafogo RJ,1,0,H,,,,,,
BRA,26/07/2012,01:50,Atletico GO,Sao Paulo,4,3,H,,,,,,
BRA,26/07/2012,01:50,Corinthians,Cruzeiro,2,0,H,,,,,,
BRA,26/07/2012,01:50,Gremio,Fluminense,1,0,H,,,,,,
BRA,27/07/2012,01:00,Atletico-MG,Santos,2,0,H,,,,,,
BRA,27/07/2012,01:00,Flamengo RJ,Portuguesa,0,0,D,,,,,,
BRA,27/07/2012,01:00,Palmeiras,Bahia,0,2,A,,,,,,
BRA,28/07/2012,22:30,Coritiba,Gremio,2,1,H,,,,,,
BRA,28/07/2012,22:30,Internacional,Vasco,0,0,D,,,,,,
BRA,29/07/2012,01:00,Botafogo RJ,Figueirense,1,0,H,,,,,,
BRA,29/07/2012,20:00,Bahia,Corinthians,0,0,D,,,,,,
BRA,29/07/2012,20:00,Fluminense,Atletico-MG,0,0,D,,,,,,
BRA,29/07/2012,20:00,Sao Paulo,Flamengo RJ,4,1,H,,,,,,
BRA,29/07/2012,20:00,Sport Recife,Atletico GO,0,0,D,,,,,,
BRA,29/07/2012,22:30,Cruzeiro,Palmeiras,2,1,H,,,,,,
BRA,29/07/2012,22:30,Portuguesa,Nautico,3,1,H,,,,,,
BRA,29/07/2012,22:30,Santos,Ponte Preta,2,1,H,,,,,,
BRA,04/08/2012,22:30,Atletico GO,Botafogo RJ,1,2,A,,,,,,
BRA,04/08/2012,22:30,Palmeiras,Internacional,0,1,A,,,,,,
BRA,05/08/2012,01:00,Portuguesa,Figueirense,2,0,H,,,,,,
BRA,05/08/2012,20:00,Coritiba,Fluminense,0,2,A,,,,,,
BRA,05/08/2012,20:00,Gremio,Bahia,3,1,H,,,,,,
BRA,05/08/2012,20:00,Sao Paulo,Sport Recife,1,0,H,,,,,,
BRA,05/08/2012,20:00,Vasco,Corinthians,0,0,D,,,,,,
BRA,05/08/2012,22:30,Cruzeiro,Ponte Preta,1,2,A,,,,,,
BRA,05/08/2012,22:30,Nautico,Santos,3,0,H,,,,,,
BRA,08/08/2012,23:30,Internacional,Nautico,0,0,D,,,,,,
BRA,08/08/2012,23:30,Sport Recife,Vasco,0,2,A,,,,,,
BRA,09/08/2012,00:30,Bahia,Portuguesa,0,0,D,,,,,,
BRA,09/08/2012,00:30,Corinthians,Atletico GO,1,1,D,,,,,,
BRA,09/08/2012,01:50,Botafogo RJ,Palmeiras,1,2,A,,,,,,
BRA,09/08/2012,01:50,Figueirense,Flamengo RJ,0,2,A,,,,,,
BRA,09/08/2012,01:50,Santos,Cruzeiro,4,2,H,,,,,,
BRA,10/08/2012,01:00,Atletico-MG,Coritiba,1,0,H,,,,,,
BRA,10/08/2012,01:00,Fluminense,Sao Paulo,2,1,H,,,,,,
BRA,10/08/2012,01:00,Ponte Preta,Gremio,0,0,D,,,,,,
BRA,11/08/2012,22:30,Bahia,Cruzeiro,0,1,A,,,,,,
BRA,11/08/2012,22:30,Santos,Atletico GO,2,2,D,,,,,,
BRA,11/08/2012,22:30,Sport Recife,Figueirense,0,1,A,,,,,,
BRA,12/08/2012,01:00,Flamengo RJ,Nautico,2,0,H,,,,,,
BRA,12/08/2012,20:00,Atletico-MG,Vasco,1,0,H,,,,,,
BRA,12/08/2012,20:00,Coritiba,Corinthians,1,2,A,,,,,,
BRA,12/08/2012,20:00,Internacional,Ponte Preta,2,1,H,,,,,,
BRA,12/08/2012,20:00,Sao Paulo,Gremio,1,2,A,,,,,,
BRA,12/08/2012,22:30,Fluminense,Palmeiras,1,0,H,,,,,,
BRA,12/08/2012,22:30,Portuguesa,Botafogo RJ,1,1,D,,,,,,
BRA,15/08/2012,23:30,Cruzeiro,Fluminense,1,1,D,,,,,,
BRA,15/08/2012,23:30,Gremio,Portuguesa,1,2,A,,,,,,
BRA,16/08/2012,00:30,Atletico GO,Atletico-MG,1,1,D,,,,,,
BRA,16/08/2012,00:30,Ponte Preta,Bahia,0,2,A,,,,,,
BRA,16/08/2012,01:50,Botafogo RJ,Sport Recife,2,0,H,,,,,,
BRA,16/08/2012,01:50,Nautico,Sao Paulo,3,0,H,,,,,,
BRA,16/08/2012,01:50,Palmeiras,Flamengo RJ,1,0,H,,,,,,
BRA,17/08/2012,01:00,Corinthians,Internacional,1,0,H,,,,,,
BRA,17/08/2012,01:00,Figueirense,Santos,1,3,A,,,,,,
BRA,17/08/2012,01:00,Vasco,Coritiba,2,2,D,,,,,,
BRA,18/08/2012,22:30,Fluminense,Sport Recife,1,0,H,,,,,,
BRA,18/08/2012,22:30,Nautico,Bahia,1,0,H,,,,,,
BRA,19/08/2012,01:00,Sao Paulo,Ponte Preta,3,0,H,,,,,,
BRA,19/08/2012,20:00,Atletico-MG,Botafogo RJ,3,2,H,,,,,,
BRA,19/08/2012,20:00,Coritiba,Cruzeiro,4,0,H,,,,,,
BRA,19/08/2012,20:00,Gremio,Figueirense,4,0,H,,,,,,
BRA,19/08/2012,20:00,Santos,Corinthians,3,2,H,,,,,,
BRA,19/08/2012,22:30,Atletico GO,Palmeiras,2,1,H,,,,,,
BRA,19/08/2012,22:30,Flamengo RJ,Vasco,1,0,H,,,,,,
BRA,19/08/2012,22:30,Portuguesa,Internacional,1,1,D,,,,,,
BRA,25/08/2012,22:30,Palmeiras,Santos,1,2,A,,,,,,
BRA,25/08/2012,22:30,Vasco,Fluminense,1,2,A,,,,,,
BRA,26/08/2012,01:00,Ponte Preta,Portuguesa,2,1,H,,,,,,
BRA,26/08/2012,20:00,Botafogo RJ,Flamengo RJ,0,0,D,,,,,,
BRA,26/08/2012,20:00,Corinthians,Sao Paulo,1,2,A,,,,,,
BRA,26/08/2012,20:00,Figueirense,Coritiba,3,1,H,,,,,,
BRA,26/08/2012,20:00,Internacional,Gremio,0,1,A,,,,,,
BRA,26/08/2012,22:30,Bahia,Atletico GO,1,1,D,,,,,,
BRA,26/08/2012,22:30,Cruzeiro,Atletico-MG,2,2,D,,,,,,
BRA,26/08/2012,22:30,Sport Recife,Nautico,0,0,D,,,,,,
BRA,29/08/2012,23:30,Coritiba,Internacional,1,0,H,,,,,,
BRA,29/08/2012,23:30,Santos,Bahia,1,3,A,,,,,,
BRA,30/08/2012,00:30,Atletico-MG,Ponte Preta,2,2,D,,,,,,
BRA,30/08/2012,00:30,Nautico,Figueirense,3,2,H,,,,,,
BRA,30/08/2012,00:30,Portuguesa,Palmeiras,3,0,H,,,,,,
BRA,30/08/2012,02:00,Atletico GO,Cruzeiro,0,2,A,,,,,,
BRA,30/08/2012,02:00,Fluminense,Corinthians,1,1,D,,,,,,
BRA,30/08/2012,02:00,Gremio,Vasco,2,0,H,,,,,,
BRA,31/08/2012,01:00,Flamengo RJ,Sport Recife,1,1,D,,,,,,
BRA,31/08/2012,01:00,Sao Paulo,Botafogo RJ,4,0,H,,,,,,
BRA,01/09/2012,22:30,Figueirense,Fluminense,2,2,D,,,,,,
BRA,01/09/2012,22:30,Palmeiras,Gremio,0,0,D,,,,,,
BRA,02/09/2012,01:00,Vasco,Portuguesa,2,0,H,,,,,,
BRA,02/09/2012,20:00,Bahia,Sao Paulo,1,0,H,,,,,,
BRA,02/09/2012,20:00,Corinthians,Atletico-MG,1,0,H,,,,,,
BRA,02/09/2012,20:00,Internacional,Flamengo RJ,4,1,H,,,,,,
BRA,02/09/2012,20:00,Sport Recife,Santos,2,1,H,,,,,,
BRA,02/09/2012,22:30,Botafogo RJ,Coritiba,2,0,H,,,,,,
BRA,02/09/2012,22:30,Cruzeiro,Nautico,3,0,H,,,,,,
BRA,02/09/2012,22:30,Ponte Preta,Atletico GO,3,1,H,,,,,,
BRA,05/09/2012,23:30,Bahia,Atletico-MG,0,0,D,,,,,,
BRA,05/09/2012,23:30,Flamengo RJ,Ponte Preta,0,1,A,,,,,,
BRA,05/09/2012,23:30,Nautico,Vasco,1,1,D,,,,,,
BRA,05/09/2012,23:30,Portuguesa,Coritiba,3,0,H,,,,,,
BRA,06/09/2012,00:30,Gremio,Atletico GO,2,1,H,,,,,,
BRA,06/09/2012,02:00,Cruzeiro,Botafogo RJ,1,3,A,,,,,,
BRA,06/09/2012,02:00,Figueirense,Corinthians,1,0,H,,,,,,
BRA,06/09/2012,02:00,Sao Paulo,Internacional,1,1,D,,,,,,
BRA,07/09/2012,01:00,Fluminense,Santos,3,1,H,,,,,,
BRA,07/09/2012,01:00,Palmeiras,Sport Recife,3,1,H,,,,,,
BRA,08/09/2012,22:30,Coritiba,Flamengo RJ,3,0,H,,,,,,
BRA,08/09/2012,22:30,Ponte Preta,Figueirense,2,2,D,,,,,,
BRA,09/09/2012,01:00,Corinthians,Gremio,3,1,H,,,,,,
BRA,09/09/2012,20:00,Botafogo RJ,Nautico,3,1,H,,,,,,
BRA,09/09/2012,20:00,Internacional,Fluminense,0,1,A,,,,,,
BRA,09/09/2012,20:00,Santos,Sao Paulo,0,0,D,,,,,,
BRA,09/09/2012,22:30,Atletico GO,Portuguesa,1,1,D,,,,,,
BRA,09/09/2012,22:30,Atletico-MG,Palmeiras,3,0,H,,,,,,
BRA,09/09/2012,22:30,Sport Recife,Cruzeiro,2,1,H,,,,,,
BRA,09/09/2012,22:30,Vasco,Bahia,0,4,A,,,,,,
BRA,12/09/2012,23:30,Corinthians,Ponte Preta,1,1,D,,,,,,
BRA,12/09/2012,23:30,Figueirense,Cruzeiro,2,0,H,,,,,,
BRA,12/09/2012,23:30,Portuguesa,Fluminense,0,2,A,,,,,,
BRA,13/09/2012,00:30,Atletico GO,Coritiba,1,2,A,,,,,,
BRA,13/09/2012,00:30,Sport Recife,Bahia,1,1,D,,,,,,
BRA,13/09/2012,02:00,Atletico-MG,Sao Paulo,1,0,H,,,,,,
BRA,13/09/2012,02:00,Santos,Flamengo RJ,2,0,H,,,,,,
BRA,13/09/2012,02:00,Vasco,Palmeiras,3,1,H,,,,,,
BRA,14/09/2012,01:00,Botafogo RJ,Internacional,1,1,D,,,,,,
BRA,14/09/2012,01:00,Gremio,Nautico,2,0,H,,,,,,
BRA,15/09/2012,22:30,Sao Paulo,Portuguesa,3,1,H,,,,,,
BRA,15/09/2012,22:50,Fluminense,Atletico GO,1,2,A,,,,,,
BRA,16/09/2012,20:00,Bahia,Figueirense,2,1,H,,,,,,
BRA,16/09/2012,20:00,Coritiba,Santos,1,2,A,,,,,,
BRA,16/09/2012,20:00,Cruzeiro,Vasco,1,1,D,,,,,,
BRA,16/09/2012,20:00,Nautico,Atletico-MG,1,0,H,,,,,,
BRA,16/09/2012,20:00,Palmeiras,Corinthians,0,2,A,,,,,,
BRA,16/09/2012,22:30,Flamengo RJ,Gremio,1,1,D,,,,,,
BRA,16/09/2012,22:30,Internacional,Sport Recife,2,2,D,,,,,,
BRA,16/09/2012,22:30,Ponte Preta,Botafogo RJ,0,0,D,,,,,,
BRA,22/09/2012,22:30,Figueirense,Palmeiras,1,3,A,,,,,,
BRA,22/09/2012,22:30,Fluminense,Nautico,2,1,H,,,,,,
BRA,23/09/2012,01:00,Santos,Portuguesa,1,3,A,,,,,,
BRA,23/09/2012,20:00,Atletico GO,Flamengo RJ,1,2,A,,,,,,
BRA,23/09/2012,20:00,Botafogo RJ,Corinthians,2,2,D,,,,,,
BRA,23/09/2012,20:00,Ponte Preta,Vasco,0,0,D,,,,,,
BRA,23/09/2012,20:00,Sao Paulo,Cruzeiro,1,0,H,,,,,,
BRA,23/09/2012,22:30,Atletico-MG,Gremio,0,0,D,,,,,,
BRA,23/09/2012,22:30,Internacional,Bahia,3,1,H,,,,,,
BRA,23/09/2012,22:30,Sport Recife,Coritiba,1,0,H,,,,,,
BRA,27/09/2012,02:00,Flamengo RJ,Atletico-MG,2,1,H,,,,,,
BRA,29/09/2012,22:30,Cruzeiro,Internacional,0,0,D,,,,,,
BRA,29/09/2012,22:30,Nautico,Atletico GO,2,0,H,,,,,,
BRA,29/09/2012,22:30,Portuguesa,Atletico-MG,1,1,D,,,,,,
BRA,29/09/2012,22:30,Vasco,Figueirense,3,1,H,,,,,,
BRA,30/09/2012,01:00,Palmeiras,Ponte Preta,3,0,H,,,,,,
BRA,30/09/2012,20:00,Bahia,Botafogo RJ,2,0,H,,,,,,
BRA,30/09/2012,20:00,Corinthians,Sport Recife,3,0,H,,,,,,
BRA,30/09/2012,20:00,Coritiba,Sao Paulo,1,1,D,,,,,,
BRA,30/09/2012,20:00,Flamengo RJ,Fluminense,0,1,A,,,,,,
BRA,30/09/2012,22:30,Gremio,Santos,1,1,D,,,,,,
BRA,05/10/2012,01:00,Coritiba,Ponte Preta,1,0,H,,,,,,
BRA,05/10/2012,01:00,Flamengo RJ,Bahia,0,0,D,,,,,,
BRA,05/10/2012,01:00,Portuguesa,Sport Recife,5,1,H,,,,,,
BRA,06/10/2012,20:00,Sao Paulo,Palmeiras,3,0,H,,,,,,
BRA,06/10/2012,20:20,Atletico GO,Vasco,0,1,A,,,,,,
BRA,06/10/2012,20:20,Nautico,Corinthians,2,1,H,,,,,,
BRA,06/10/2012,20:20,Santos,Internacional,1,1,D,,,,,,
BRA,06/10/2012,22:30,Atletico-MG,Figueirense,6,0,H,,,,,,
BRA,06/10/2012,22:30,Fluminense,Botafogo RJ,1,0,H,,,,,,
BRA,06/10/2012,22:30,Gremio,Cruzeiro,2,1,H,,,,,,
BRA,10/10/2012,23:30,Bahia,Fluminense,0,2,A,,,,,,
BRA,10/10/2012,23:30,Botafogo RJ,Santos,0,2,A,,,,,,
BRA,10/10/2012,23:30,Cruzeiro,Portuguesa,2,0,H,,,,,,
BRA,10/10/2012,23:30,Figueirense,Atletico GO,3,1,H,,,,,,
BRA,10/10/2012,23:30,Ponte Preta,Nautico,2,1,H,,,,,,
BRA,11/10/2012,02:00,Corinthians,Flamengo RJ,3,2,H,,,,,,
BRA,11/10/2012,02:00,Internacional,Atletico-MG,3,0,H,,,,,,
BRA,11/10/2012,02:00,Vasco,Sao Paulo,0,2,A,,,,,,
BRA,12/10/2012,01:00,Palmeiras,Coritiba,0,1,A,,,,,,
BRA,12/10/2012,01:00,Sport Recife,Gremio,1,3,A,,,,,,
BRA,13/10/2012,22:30,Atletico GO,Internacional,3,1,H,,,,,,
BRA,13/10/2012,22:30,Flamengo RJ,Cruzeiro,1,1,D,,,,,,
BRA,14/10/2012,01:00,Portuguesa,Corinthians,1,1,D,,,,,,
BRA,14/10/2012,20:00,Atletico-MG,Sport Recife,2,1,H,,,,,,
BRA,14/10/2012,20:00,Coritiba,Bahia,2,1,H,,,,,,
BRA,14/10/2012,20:00,Nautico,Palmeiras,1,0,H,,,,,,
BRA,14/10/2012,20:00,Santos,Vasco,2,0,H,,,,,,
BRA,14/10/2012,20:00,Sao Paulo,Figueirense,2,0,H,,,,,,
BRA,14/10/2012,22:30,Fluminense,Ponte Preta,2,1,H,,,,,,
BRA,14/10/2012,22:30,Gremio,Botafogo RJ,1,1,D,,,,,,
BRA,17/10/2012,23:30,Bahia,Palmeiras,0,1,A,,,,,,
BRA,17/10/2012,23:30,Coritiba,Nautico,2,1,H,,,,,,
BRA,17/10/2012,23:30,Fluminense,Gremio,2,2,D,,,,,,
BRA,17/10/2012,23:30,Internacional,Figueirense,2,3,A,,,,,,
BRA,18/10/2012,02:00,Cruzeiro,Corinthians,2,0,H,,,,,,
BRA,18/10/2012,02:00,Portuguesa,Flamengo RJ,0,0,D,,,,,,
BRA,18/10/2012,02:00,Santos,Atletico-MG,2,2,D,,,,,,
BRA,19/10/2012,01:00,Botafogo RJ,Vasco,3,2,H,,,,,,
BRA,19/10/2012,01:00,Sao Paulo,Atletico GO,2,0,H,,,,,,
BRA,19/10/2012,01:00,Sport Recife,Ponte Preta,3,1,H,,,,,,
BRA,20/10/2012,22:30,Corinthians,Bahia,1,1,D,,,,,,
BRA,20/10/2012,22:30,Gremio,Coritiba,0,0,D,,,,,,
BRA,20/10/2012,22:30,Palmeiras,Cruzeiro,2,0,H,,,,,,
BRA,21/10/2012,19:00,Atletico-MG,Fluminense,3,2,H,,,,,,
BRA,21/10/2012,19:00,Flamengo RJ,Sao Paulo,1,0,H,,,,,,
BRA,21/10/2012,19:00,Nautico,Portuguesa,0,0,D,,,,,,
BRA,21/10/2012,21:30,Atletico GO,Sport Recife,0,1,A,,,,,,
BRA,21/10/2012,21:30,Ponte Preta,Santos,1,0,H,,,,,,
BRA,24/10/2012,23:30,Vasco,Internacional,1,2,A,,,,,,
BRA,25/10/2012,01:00,Figueirense,Botafogo RJ,0,2,A,,,,,,
BRA,26/10/2012,00:00,Fluminense,Coritiba,2,1,H,,,,,,
BRA,26/10/2012,00:00,Ponte Preta,Cruzeiro,1,0,H,,,,,,
BRA,26/10/2012,00:00,Santos,Nautico,0,0,D,,,,,,
BRA,27/10/2012,19:20,Corinthians,Vasco,1,0,H,,,,,,
BRA,27/10/2012,19:20,Internacional,Palmeiras,2,1,H,,,,,,
BRA,27/10/2012,21:30,Bahia,Gremio,1,1,D,,,,,,
BRA,27/10/2012,21:30,Botafogo RJ,Atletico GO,4,0,H,,,,,,
BRA,27/10/2012,21:30,Figueirense,Portuguesa,0,0,D,,,,,,
BRA,27/10/2012,21:30,Sport Recife,Sao Paulo,2,4,A,,,,,,
BRA,31/10/2012,23:50,Atletico-MG,Flamengo RJ,1,1,D,,,,,,
BRA,03/11/2012,21:30,Cruzeiro,Santos,0,4,A,,,,,,
BRA,03/11/2012,21:30,Gremio,Ponte Preta,1,0,H,,,,,,
BRA,03/11/2012,23:00,Flamengo RJ,Figueirense,1,0,H,,,,,,
BRA,04/11/2012,19:00,Atletico GO,Corinthians,0,2,A,,,,,,
BRA,04/11/2012,19:00,Palmeiras,Botafogo RJ,2,2,D,,,,,,
BRA,04/11/2012,19:00,Sao Paulo,Fluminense,1,1,D,,,,,,
BRA,04/11/2012,19:00,Vasco,Sport Recife,0,3,A,,,,,,
BRA,04/11/2012,21:30,Coritiba,Atletico-MG,1,0,H,,,,,,
BRA,04/11/2012,21:30,Nautico,Internacional,3,0,H,,,,,,
BRA,04/11/2012,21:30,Portuguesa,Bahia,0,1,A,,,,,,
BRA,10/11/2012,21:30,Atletico GO,Santos,2,1,H,,,,,,
BRA,10/11/2012,21:30,Botafogo RJ,Portuguesa,3,0,H,,,,,,
BRA,10/11/2012,23:00,Corinthians,Coritiba,5,1,H,,,,,,
BRA,11/11/2012,19:00,Gremio,Sao Paulo,2,1,H,,,,,,
BRA,11/11/2012,19:00,Palmeiras,Fluminense,2,3,A,,,,,,
