Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA,B365H,B365D,B365A
BRA,20/07/2019,23:00,Internacional,Gremio,1,1,D,,,,,,
BRA,21/07/2019,15:00,Botafogo RJ,Santos,0,1,A,,,,,,
BRA,21/07/2019,20:00,Atletico-MG,Fortaleza,2,2,D,,,,,,
BRA,21/07/2019,20:00,Corinthians,Flamengo RJ,1,1,D,,,,,,
BRA,21/07/2019,23:00,Avai,Goias,0,0,D,,,,,,
BRA,23/07/2019,00:00,Sao Paulo,Chapecoense-SC,4,0,H,,,,,,
BRA,27/07/2019,21:00,Palmeiras,Vasco,1,1,D,,,,,,
BRA,27/07/2019,23:00,Cruzeiro,Athletico-PR,0,2,A,,,,,,
BRA,27/07/2019,23:00,Fluminense,Sao Paulo,1,2,A,,,,,,
BRA,27/07/2019,23:00,Internacional,Ceara,1,0,H,,,,,,
BRA,28/07/2019,15:00,Chapecoense-SC,Bahia,0,0,D,,,,,,
BRA,28/07/2019,20:00,Flamengo RJ,Botafogo RJ,3,2,H,,,,,,
BRA,28/07/2019,20:00,Santos,Avai,3,1,H,,,,,,
BRA,28/07/2019,23:00,Fortaleza,Corinthians,1,3,A,,,,,,
BRA,28/07/2019,23:00,Goias,Atletico-MG,0,0,D,,,,,,
BRA,30/07/2019,00:00,CSA,Gremio,0,0,D,,,,,,
BRA,03/08/2019,23:00,Ceara,Fortaleza,2,1,H,,,,,,
BRA,03/08/2019,23:00,Fluminense,Internacional,2,1,H,,,,,,
BRA,04/08/2019,15:00,Santos,Goias,6,1,H,,,,,,
BRA,04/08/2019,20:00,Avai,Botafogo RJ,0,2,A,,,,,,
BRA,04/08/2019,20:00,Bahia,Flamengo RJ,3,0,H,,,,,,
BRA,04/08/2019,23:00,Atletico-MG,Cruzeiro,2,0,H,,,,,,
BRA,04/08/2019,23:00,Corinthians,Palmeiras,1,1,D,,,,,,
BRA,04/08/2019,23:00,Vasco,CSA,0,0,D,,,,,,
BRA,06/08/2019,00:00,Gremio,Chapecoense-SC,3,3,D,,,,,,
BRA,07/08/2019,23:15,Corinthians,Goias,2,0,H,,,,,,
BRA,10/08/2019,21:00,Ceara,Chapecoense-SC,4,1,H,,,,,,
BRA,10/08/2019,21:00,Sao Paulo,Santos,3,2,H,,,,,,
BRA,10/08/2019,23:00,Flamengo RJ,Gremio,3,1,H,,,,,,
BRA,11/08/2019,01:00,Atletico-MG,Fluminense,2,1,H,,,,,,
BRA,11/08/2019,15:00,Internacional,Corinthians,0,0,D,,,,,,
BRA,11/08/2019,20:00,Avai,Cruzeiro,2,2,D,,,,,,
BRA,11/08/2019,20:00,Botafogo RJ,Athletico-PR,2,1,H,,,,,,
BRA,11/08/2019,20:00,Palmeiras,Bahia,2,2,D,,,,,,
BRA,11/08/2019,23:00,Goias,Vasco,0,1,A,,,,,,
BRA,13/08/2019,00:00,CSA,Fortaleza,0,2,A,,,,,,
BRA,17/08/2019,21:00,Corinthians,Botafogo RJ,2,0,H,,,,,,
BRA,17/08/2019,21:00,Fortaleza,Internacional,0,1,A,,,,,,
BRA,17/08/2019,23:00,Athletico-PR,Atletico-MG,1,0,H,,,,,,
BRA,17/08/2019,23:00,Vasco,Flamengo RJ,1,4,A,,,,,,
BRA,18/08/2019,01:00,Gremio,Palmeiras,1,1,D,,,,,,
BRA,18/08/2019,20:00,Bahia,Goias,1,1,D,,,,,,
BRA,18/08/2019,20:00,Cruzeiro,Santos,2,0,H,,,,,,
BRA,18/08/2019,20:00,Fluminense,CSA,0,1,A,,,,,,
BRA,18/08/2019,20:00,Sao Paulo,Ceara,1,0,H,,,,,,
BRA,18/08/2019,23:00,Chapecoense-SC,Avai,1,0,H,,,,,,
BRA,21/08/2019,23:15,Athletico-PR,Sao Paulo,0,1,A,,,,,,
BRA,24/08/2019,15:00,Atletico-MG,Bahia,0,1,A,,,,,,
BRA,24/08/2019,21:00,Gremio,Athletico-PR,2,1,H,,,,,,
BRA,25/08/2019,20:00,Goias,Internacional,2,1,H,,,,,,
BRA,25/08/2019,20:00,Santos,Fortaleza,3,3,D,,,,,,
BRA,25/08/2019,20:00,Vasco,Sao Paulo,2,0,H,,,,,,
BRA,25/08/2019,23:00,Avai,Corinthians,1,1,D,,,,,,
BRA,25/08/2019,23:00,Ceara,Flamengo RJ,0,3,A,,,,,,
BRA,25/08/2019,23:00,CSA,Cruzeiro,1,1,D,,,,,,
BRA,27/08/2019,00:00,Botafogo RJ,Chapecoense-SC,0,0,D,,,,,,
BRA,31/08/2019,15:00,Sao Paulo,Gremio,0,0,D,,,,,,
BRA,31/08/2019,21:00,Bahia,CSA,1,0,H,,,,,,
BRA,31/08/2019,23:00,Athletico-PR,Ceara,1,0,H,,,,,,
BRA,31/08/2019,23:00,Chapecoense-SC,Santos,0,1,A,,,,,,
BRA,01/09/2019,01:00,Internacional,Botafogo RJ,3,2,H,,,,,,
BRA,01/09/2019,20:00,Flamengo RJ,Palmeiras,3,0,H,,,,,,
BRA,01/09/2019,20:00,Fortaleza,Goias,2,0,H,,,,,,
BRA,01/09/2019,23:00,Corinthians,Atletico-MG,1,0,H,,,,,,
BRA,01/09/2019,23:00,Cruzeiro,Vasco,1,0,H,,,,,,
BRA,03/09/2019,00:00,Fluminense,Avai,0,1,A,,,,,,
BRA,07/09/2019,15:00,Corinthians,Ceara,2,2,D,,,,,,
BRA,07/09/2019,15:00,Vasco,Bahia,0,2,A,,,,,,
BRA,07/09/2019,21:00,Avai,Flamengo RJ,0,3,A,,,,,,
BRA,07/09/2019,21:00,Fortaleza,Fluminense,0,1,A,,,,,,
BRA,07/09/2019,23:00,Internacional,Sao Paulo,1,0,H,,,,,,
BRA,08/09/2019,01:00,Goias,Palmeiras,1,2,A,,,,,,
BRA,08/09/2019,15:00,Cruzeiro,Gremio,1,4,A,,,,,,
BRA,08/09/2019,20:00,Botafogo RJ,Atletico-MG,2,1,H,,,,,,
BRA,08/09/2019,20:00,Santos,Athletico-PR,1,1,D,,,,,,
BRA,08/09/2019,23:00,CSA,Chapecoense-SC,2,0,H,,,,,,
BRA,11/09/2019,01:00,Palmeiras,Fluminense,3,0,H,,,,,,
BRA,14/09/2019,21:00,Flamengo RJ,Santos,1,0,H,,,,,,
BRA,14/09/2019,23:00,Chapecoense-SC,Vasco,1,2,A,,,,,,
BRA,14/09/2019,23:00,Palmeiras,Cruzeiro,1,0,H,,,,,,
BRA,15/09/2019,01:00,Ceara,Botafogo RJ,0,0,D,,,,,,
BRA,15/09/2019,15:00,Athletico-PR,Avai,0,1,A,,,,,,
BRA,15/09/2019,15:00,Atletico-MG,Internacional,1,3,A,,,,,,
BRA,15/09/2019,20:00,Bahia,Fortaleza,1,1,D,,,,,,
BRA,15/09/2019,20:00,Fluminense,Corinthians,1,0,H,,,,,,
BRA,15/09/2019,20:00,Gremio,Goias,3,0,H,,,,,,
BRA,15/09/2019,23:00,Sao Paulo,CSA,1,1,D,,,,,,
BRA,21/09/2019,15:00,Botafogo RJ,Sao Paulo,1,2,A,,,,,,
BRA,21/09/2019,21:00,Cruzeiro,Flamengo RJ,1,2,A,,,,,,
BRA,21/09/2019,23:00,Corinthians,Bahia,2,1,H,,,,,,
BRA,22/09/2019,01:00,Santos,Gremio,0,3,A,,,,,,
BRA,22/09/2019,15:00,Internacional,Chapecoense-SC,1,0,H,,,,,,
BRA,22/09/2019,20:00,CSA,Ceara,1,0,H,,,,,,
BRA,22/09/2019,20:00,Fortaleza,Palmeiras,0,1,A,,,,,,
BRA,22/09/2019,20:00,Vasco,Athletico-PR,1,1,D,,,,,,
BRA,22/09/2019,23:00,Goias,Fluminense,3,0,H,,,,,,
BRA,24/09/2019,00:00,Avai,Atletico-MG,1,0,H,,,,,,
BRA,25/09/2019,23:30,Ceara,Cruzeiro,0,0,D,,,,,,
BRA,26/09/2019,01:30,Bahia,Botafogo RJ,2,0,H,,,,,,
BRA,26/09/2019,01:30,Flamengo RJ,Internacional,3,1,H,,,,,,
BRA,26/09/2019,01:30,Sao Paulo,Goias,0,1,A,,,,,,
BRA,26/09/2019,23:15,Palmeiras,CSA,6,2,H,,,,,,
BRA,27/09/2019,00:00,Fluminense,Santos,1,1,D,,,,,,
BRA,27/09/2019,00:00,Gremio,Avai,6,1,H,,,,,,
BRA,27/09/2019,01:30,Athletico-PR,Fortaleza,4,1,H,,,,,,
BRA,28/09/2019,23:00,Flamengo RJ,Sao Paulo,0,0,D,,,,,,
BRA,29/09/2019,15:00,Corinthians,Vasco,1,0,H,,,,,,
BRA,29/09/2019,20:00,Fluminense,Gremio,2,1,H,,,,,,
BRA,29/09/2019,20:00,Internacional,Palmeiras,1,1,D,,,,,,
BRA,29/09/2019,20:00,Santos,CSA,2,0,H,,,,,,
BRA,29/09/2019,23:00,Athletico-PR,Chapecoense-SC,1,1,D,,,,,,
BRA,29/09/2019,23:00,Atletico-MG,Ceara,2,1,H,,,,,,
BRA,01/10/2019,00:00,Avai,Bahia,0,2,A,,,,,,
BRA,01/10/2019,00:00,Fortaleza,Botafogo RJ,1,0,H,,,,,,
BRA,01/10/2019,00:00,Goias,Cruzeiro,1,0,H,,,,,,
BRA,02/10/2019,23:15,Atletico-MG,Vasco,1,2,A,,,,,,
BRA,02/10/2019,23:15,Chapecoense-SC,Corinthians,0,1,A,,,,,,
BRA,05/10/2019,21:00,Sao Paulo,Fortaleza,2,1,H,,,,,,
BRA,05/10/2019,21:00,Vasco,Santos,0,1,A,,,,,,
BRA,05/10/2019,23:00,Bahia,Athletico-PR,1,2,A,,,,,,
BRA,05/10/2019,23:00,Gremio,Corinthians,0,0,D,,,,,,
BRA,06/10/2019,01:00,Cruzeiro,Internacional,1,1,D,,,,,,
BRA,06/10/2019,15:00,Chapecoense-SC,Flamengo RJ,0,1,A,,,,,,
BRA,06/10/2019,20:00,Botafogo RJ,Fluminense,0,1,A,,,,,,
BRA,06/10/2019,20:00,Ceara,Goias,0,1,A,,,,,,
BRA,06/10/2019,20:00,Palmeiras,Atletico-MG,1,1,D,,,,,,
BRA,06/10/2019,23:00,CSA,Avai,3,1,H,,,,,,
BRA,09/10/2019,23:15,Botafogo RJ,Goias,3,1,H,,,,,,
BRA,09/10/2019,23:15,CSA,Internacional,1,0,H,,,,,,
BRA,10/10/2019,00:30,Fortaleza,Chapecoense-SC,2,0,H,,,,,,
BRA,10/10/2019,01:00,Bahia,Sao Paulo,0,0,D,,,,,,
BRA,10/10/2019,01:00,Gremio,Ceara,2,1,H,,,,,,
BRA,10/10/2019,01:30,Cruzeiro,Fluminense,0,0,D,,,,,,
BRA,10/10/2019,01:30,Santos,Palmeiras,2,0,H,,,,,,
BRA,10/10/2019,23:15,Avai,Vasco,0,0,D,,,,,,
BRA,10/10/2019,23:15,Corinthians,Athletico-PR,2,2,D,,,,,,
BRA,11/10/2019,00:00,Flamengo RJ,Atletico-MG,3,1,H,,,,,,
BRA,12/10/2019,21:00,Goias,CSA,1,0,H,,,,,,
BRA,12/10/2019,23:00,Fluminense,Bahia,2,0,H,,,,,,
BRA,13/10/2019,01:00,Palmeiras,Botafogo RJ,1,0,H,,,,,,
BRA,13/10/2019,20:00,Athletico-PR,Flamengo RJ,0,2,A,,,,,,
BRA,13/10/2019,20:00,Ceara,Avai,1,0,H,,,,,,
BRA,13/10/2019,20:00,Internacional,Santos,0,0,D,,,,,,
BRA,13/10/2019,20:00,Vasco,Fortaleza,1,0,H,,,,,,
BRA,13/10/2019,22:00,Sao Paulo,Corinthians,1,0,H,,,,,,
BRA,13/10/2019,23:00,Atletico-MG,Gremio,1,4,A,,,,,,
BRA,13/10/2019,23:00,Chapecoense-SC,Cruzeiro,1,1,D,,,,,,
BRA,16/10/2019,23:15,CSA,Atletico-MG,2,2,D,,,,,,
BRA,16/10/2019,23:15,Gremio,Bahia,0,1,A,,,,,,
BRA,17/10/2019,00:00,Fortaleza,Flamengo RJ,1,2,A,,,,,,
BRA,17/10/2019,01:00,Cruzeiro,Sao Paulo,1,0,H,,,,,,
BRA,17/10/2019,01:00,Palmeiras,Chapecoense-SC,1,0,H,,,,,,
BRA,17/10/2019,01:30,Goias,Corinthians,2,2,D,,,,,,
BRA,17/10/2019,01:30,Vasco,Botafogo RJ,2,1,H,,,,,,
BRA,17/10/2019,23:15,Avai,Internacional,0,2,A,,,,,,
BRA,17/10/2019,23:15,Santos,Ceara,2,1,H,,,,,,
BRA,18/10/2019,01:00,Fluminense,Athletico-PR,1,2,A,,,,,,
BRA,19/10/2019,21:00,Fortaleza,Gremio,2,1,H,,,,,,
BRA,19/10/2019,23:00,Corinthians,Cruzeiro,1,2,A,,,,,,
BRA,20/10/2019,20:00,Atletico-MG,Santos,2,0,H,,,,,,
BRA,20/10/2019,20:00,Internacional,Vasco,0,1,A,,,,,,
BRA,20/10/2019,20:00,Sao Paulo,Avai,1,0,H,,,,,,
BRA,20/10/2019,22:00,Flamengo RJ,Fluminense,2,0,H,,,,,,
BRA,20/10/2019,23:00,Athletico-PR,Palmeiras,1,1,D,,,,,,
BRA,20/10/2019,23:00,Chapecoense-SC,Goias,2,2,D,,,,,,
BRA,21/10/2019,23:30,Bahia,Ceara,1,2,A,,,,,,
BRA,22/10/2019,00:00,Botafogo RJ,CSA,2,1,H,,,,,,
BRA,26/10/2019,21:00,Ceara,Vasco,1,1,D,,,,,,
BRA,26/10/2019,21:00,Corinthians,Santos,0,0,D,,,,,,
BRA,26/10/2019,23:00,Bahia,Internacional,2,3,A,,,,,,
BRA,26/10/2019,23:30,Fluminense,Chapecoense-SC,1,1,D,,,,,,
BRA,27/10/2019,01:00,Cruzeiro,Fortaleza,1,1,D,,,,,,
BRA,27/10/2019,19:00,Athletico-PR,Goias,4,1,H,,,,,,
BRA,27/10/2019,19:00,Gremio,Botafogo RJ,3,0,H,,,,,,
BRA,27/10/2019,19:00,Sao Paulo,Atletico-MG,2,0,H,,,,,,
BRA,27/10/2019,21:00,Avai,Palmeiras,1,2,A,,,,,,
BRA,27/10/2019,22:00,Flamengo RJ,CSA,1,0,H,,,,,,
BRA,30/10/2019, 22:30,Atletico-MG,Chapecoense-SC,0,2,A,,,,,,
BRA,30/10/2019, 22:30,Avai,Fortaleza,1,3,A,,,,,,
BRA,30/10/2019, 22:30,Palmeiras,Sao Paulo,3,0,H,,,,,,
BRA,31/10/2019, 00:30,Ceara,Fluminense,2,0,H,,,,,,
BRA,31/10/2019, 00:30,CSA,Corinthians,2,1,H,,,,,,
BRA,31/10/2019, 00:30,Vasco,Gremio,1,3,A,,,,,,
BRA,31/10/2019, 22:15,Santos,Bahia,1,0,H,,,,,,
BRA,31/10/2019, 23:00,Goias,Flamengo RJ,2,2,D,,,,,,
BRA,01/11/2019, 00:30,Botafogo RJ,Cruzeiro,0,2,A,,,,,,
BRA,01/11/2019, 00:30,Internacional,Athletico-PR,1,1,D,,,,,,
BRA,02/11/2019,20:00,Fortaleza,Atletico-MG,2,2,D,,,,,,
BRA,02/11/2019,22:00,Fluminense,Vasco,0,0,D,,,,,,
BRA,02/11/2019,22:00,Palmeiras,Ceara,1,0,H,,,,,,
BRA,03/11/2019,00:00,Chapecoense-SC,Sao Paulo,0,3,A,,,,,,
BRA,03/11/2019,19:00,Flamengo RJ,Corinthians,4,1,H,,,,,,
BRA,03/11/2019,21:00,Athletico-PR,CSA,1,0,H,,,,,,
BRA,03/11/2019,21:00,Gremio,Internacional,2,0,H,,,,,,
BRA,03/11/2019,22:00,Cruzeiro,Bahia,1,1,D,,,,,,
BRA,03/11/2019,22:00,Santos,Botafogo RJ,4,1,H,,,,,,
BRA,03/11/2019,22:30,Goias,Avai,2,0,H,,,,,,
BRA,06/11/2019,22:30,Corinthians,Fortaleza,3,2,H,,,,,,
BRA,06/11/2019,23:00,Atletico-MG,Goias,2,0,H,,,,,,
BRA,07/11/2019,00:00,Avai,Santos,1,2,A,,,,,,
BRA,07/11/2019,00:30,Athletico-PR,Cruzeiro,0,0,D,,,,,,
BRA,07/11/2019,00:30,Bahia,Chapecoense-SC,1,1,D,,,,,,
BRA,07/11/2019,00:30,Vasco,Palmeiras,1,2,A,,,,,,
BRA,07/11/2019,22:30,Ceara,Internacional,2,0,H,,,,,,
BRA,07/11/2019,22:30,Sao Paulo,Fluminense,0,2,A,,,,,,
BRA,07/11/2019,23:00,Botafogo RJ,Flamengo RJ,0,1,A,,,,,,
BRA,08/11/2019,00:00,Gremio,CSA,2,1,H,,,,,,
BRA,09/11/2019,20:00,Goias,Santos,0,3,A,,,,,,
BRA,09/11/2019,22:00,Palmeiras,Corinthians,1,1,D,,,,,,
BRA,10/11/2019,19:00,Cruzeiro,Atletico-MG,0,0,D,,,,,,
BRA,10/11/2019,19:00,Internacional,Fluminense,2,1,H,,,,,,
BRA,10/11/2019,19:00,Sao Paulo,Athletico-PR,0,1,A,,,,,,
BRA,10/11/2019,21:00,Flamengo RJ,Bahia,3,1,H,,,,,,
BRA,10/11/2019,22:00,Chapecoense-SC,Gremio,0,1,A,,,,,,
BRA,10/11/2019,22:00,CSA,Vasco,0,3,A,,,,,,
BRA,10/11/2019,22:00,Fortaleza,Ceara,1,0,H,,,,,,
BRA,11/11/2019,23:00,Botafogo RJ,Avai,2,0,H,,,,,,
BRA,14/11/2019,00:30,Flamengo RJ,Vasco,4,4,D,,,,,,
BRA,16/11/2019,20:00,Santos,Sao Paulo,1,1,D,,,,,,
BRA,16/11/2019,22:00,Fluminense,Atletico-MG,1,1,D,,,,,,
BRA,17/11/2019,19:00,Bahia,Palmeiras,1,1,D,,,,,,
BRA,17/11/2019,19:00,Gremio,Flamengo RJ,0,1,A,,,,,,
BRA,17/11/2019,21:00,Athletico-PR,Botafogo RJ,1,0,H,,,,,,
BRA,17/11/2019,21:00,Chapecoense-SC,Ceara,1,0,H,,,,,,
BRA,17/11/2019,21:00,Corinthians,Internacional,0,0,D,,,,,,
BRA,17/11/2019,22:00,Fortaleza,CSA,3,0,H,,,,,,
BRA,18/11/2019,22:30,Vasco,Goias,1,1,D,,,,,,
BRA,18/11/2019,23:00,Cruzeiro,Avai,0,0,D,,,,,,
BRA,24/11/2019,00:00,Santos,Cruzeiro,4,1,H,,,,,,
BRA,24/11/2019,19:00,Atletico-MG,Athletico-PR,0,1,A,,,,,,
BRA,24/11/2019,19:00,Goias,Bahia,4,3,H,,,,,,
BRA,24/11/2019,19:00,Palmeiras,Gremio,1,2,A,,,,,,
BRA,24/11/2019,21:00,Botafogo RJ,Corinthians,1,0,H,,,,,,
BRA,24/11/2019,22:00,Avai,Chapecoense-SC,0,1,A,,,,,,
BRA,24/11/2019,22:00,Ceara,Sao Paulo,1,1,D,,,,,,
BRA,24/11/2019,22:00,Internacional,Fortaleza,2,2,D,,,,,,
BRA,25/11/2019,23:00,CSA,Fluminense,0,1,A,,,,,,
BRA,27/11/2019,22:30,Chapecoense-SC,Botafogo RJ,0,1,A,,,,,,
BRA,27/11/2019,22:30,Internacional,Goias,1,2,A,,,,,,
BRA,28/11/2019,00:00,Bahia,Atletico-MG,1,1,D,,,,,,
BRA,28/11/2019,00:30,Athletico-PR,Gremio,2,0,H,,,,,,
BRA,28/11/2019,00:30,Corinthians,Avai,3,0,H,,,,,,
BRA,28/11/2019,00:30,Flamengo RJ,Ceara,4,1,H,,,,,,
BRA,28/11/2019,22:30,Fluminense,Palmeiras,1,0,H,,,,,,
BRA,28/11/2019,23:00,Fortaleza,Santos,2,1,H,,,,,,
BRA,28/11/2019,23:30,Sao Paulo,Vasco,1,0,H,,,,,,
